gkg_record_id,date,source,document_url,headline,phase1_label,authoritative_label,previous_label,change_reason,policy_basis,notes,audit_version
20240112131500-485,20240112131500,biztoc.com,https://biztoc.com/x/3161c5f0235867ee,Indian Stocks Close at Record High Amid Investor Optimism,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240112131500-304,20240112131500,biztoc.com,https://biztoc.com/x/1aee57808ad15128,"Infosys stock sets up for growth, supported by AI",DIRECTLY_RELEVANT,DIRECTLY_RELEVANT,DIRECTLY_RELEVANT,Consistent label across audits,Core corporate business operation / financial disclosure,"Infosys Q3 FY24 earnings, revenue, InSemi acquisition, deals, hiring, or share price performance.",INFY_JAN2024_GROUND_TRUTH_V2
20240112131500-200,20240112131500,prokerala.com,https://www.prokerala.com/news/articles/a1496280.html,Nifty only 100 points away from crossing another milestone of 22k,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240112133000-729,20240112133000,rttnews.com,https://www.rttnews.com/3416437/sensex-nifty-rally-led-by-it-stocks.aspx,"Sensex, Nifty Rally Led By IT Stocks",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240112133000-T9,20240112133000,mathrubhumi.com,https://www.mathrubhumi.com/lifestyle/news/narayana-murthys-ticketless-journey-for-sudha-murty-1.9232956,"'സുധയെ കാണാന്‍ ടിക്കറ്റില്ലാതെ 11 മണിക്കൂര്‍ ഞാന്‍ തീവണ്ടിയില്‍ യാത്ര ചെയ്തു' ; നാരായണ മൂര്‍ത്തി, narayana murthy, sudha murty, love, relationship",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Founder lifestyle / non-corporate exclusion,"Narayana Murthy / Sudha Murty non-corporate lifestyle, family memoir, flight encounter, or 70-hour work week viral debate",INFY_JAN2024_GROUND_TRUTH_V2
20240112134500-840,20240112134500,moneycontrol.com,https://www.moneycontrol.com/news/business/stocks/tcs-shares-climb-nearly-4-post-q3-earnings-mcap-surges-rs-53239-crore-12043521.html,"TCS shares climb nearly 4% post Q3 earnings; mcap surges Rs 53,239 crore",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240112134500-T2538,20240112134500,indiatimes.com,https://navbharattimes.indiatimes.com/business/share-market/share-news/wipro-q3-results-company-gave-the-gift-of-dividend-to-the-shareholders-all-details-here/articleshow/106768118.cms,"Wipro Q3 Results: विप्रो ने जारी किए तीसरी तिमाही के नतीजे, डिविडेंड का भी किया ऐलान, जानिए कैसा रहा रिजल्ट",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240112134500-T2539,20240112134500,indiatimes.com,https://navbharattimes.indiatimes.com/business/share-market/share-news/stock-market-sensex-soars-847-pts-ends-above-72550-for-first-time-nifty-nears-21900/articleshow/106765595.cms,"Share Market News,शेयर बाजार में तूफानी तेजी, 1000 अंक उछला सेंसेक्स, ऑल टाइम हाई पर पहुंचा मार्केट - stock market sensex soars 847 pts ends above 72550 for first time nifty nears 21900",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240112134500-T1106,20240112134500,lokmat.com,https://www.lokmat.com:443/mumbai/youth-should-work-70-hours-sudha-murthy-spoke-clearly-on-narayan-murthys-statement-a-a601/,"""तरुणाईने ७० तास काम करावं""; नारायण मूर्तीच्या विधानावर सुधा मूर्ती स्पष्टच बोलल्या",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240112140000-904,20240112140000,moneycontrol.com,https://www.moneycontrol.com/news/business/markets/investors-richer-by-rs-6-88-lakh-cr-in-4-days-mcap-of-bse-listed-cos-at-new-peak-of-rs-373-lakh-cr-12043711.html,Investors richer by Rs 6.88 lakh cr in 4 days; mcap of BSE-listed cos at new peak of Rs 373 lakh cr,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240112140000-1355,20240112140000,indiablooms.com,https://www.indiablooms.com/finance-details/19753/sensex-zooms-847-27-pts-touches-record-high-on-the-strength-of-it-technology-oil-and-gas-and-energy-stocks.html,"Sensex zooms 847.27 pts, touches record-high on the strength of IT, Technology, Oil and Gas and Energy stocks | Indiablooms",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240112140000-1361,20240112140000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/investors-richer-by-rs-6-88-lakh-cr-in-4-days-mcap-of-bse-listed-cos-at-new-peak-of-rs-373-lakh-cr/articleshow/106773495.cms,Investors richer by Rs 6.88 lakh cr in 4 days; mcap of BSE-listed cos at new peak of Rs 373 lakh cr,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240112141500-141,20240112141500,rediff.com,https://www.rediff.com/business/report/it-stocks-lift-markets-to-new-lifetime-highs-sensex-soars-847-points/20240112.htm,IT stocks lift markets to new lifetime highs; Sensex soars 847 points,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240112141500-1536,20240112141500,theweek.in,https://www.theweek.in/news/biz-tech/2024/01/12/what-does-decline-in-employee-headcount-at-it-majors-tcs-and-infosys-indicate.html,What does decline in employee headcount at IT majors TCS and Infosys indicate?,DIRECTLY_RELEVANT,DIRECTLY_RELEVANT,DIRECTLY_RELEVANT,Consistent label across audits,Core corporate business operation / financial disclosure,"Infosys Q3 FY24 earnings, revenue, InSemi acquisition, deals, hiring, or share price performance.",INFY_JAN2024_GROUND_TRUTH_V2
20240112141500-431,20240112141500,thehindubusinessline.com,https://www.thehindubusinessline.com/markets/it-shares-power-indices-to-fresh-highs/article67734669.ece,IT shares power indices to fresh highs - The Hindu BusinessLine,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240112144500-642,20240112144500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/earnings/wipro-q3-results-operating-margin-beat-deal-wins-among-5-key-takeaways-from-earnings-card/articleshow/106775531.cms,"Wipro Q3 Results: Operating margin beat, deal wins among 5 key takeaways from earnings card",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240112144500-291,20240112144500,indianexpress.com,https://indianexpress.com/article/business/market/sensex-nifty-high-9107060/,"Sensex hits a new high of 72,568, Nifty surges 247 points",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240112144500-2026,20240112144500,businesstoday.in,https://www.businesstoday.in/latest/corporate/story/wipro-headcount-declines-for-5th-straight-quarter-attrition-falls-to-10-quarter-low-413058-2024-01-12,"Wipro headcount declines for 5th straight quarter, attrition falls to 10-quarter low",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240112144500-1904,20240112144500,businesstoday.in,https://www.businesstoday.in/latest/trends/story/even-i-work-more-than-70-hours-at-this-age-sudha-murty-backs-husband-narayana-murthy-413068-2024-01-12,'Even I work more than 70 hours at this age...': Sudha Murty backs husband Narayana Murthy,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Founder lifestyle / non-corporate exclusion,"Narayana Murthy / Sudha Murty non-corporate lifestyle, family memoir, flight encounter, or 70-hour work week viral debate",INFY_JAN2024_GROUND_TRUTH_V2
20240112144500-171,20240112144500,businesstoday.in,https://www.businesstoday.in/visualstories/stock/infosys-ongc-top-gainers-on-nifty50-as-market-hits-record-high-tcs-most-active-on-jan-12-88157-12-01-2024,"Infosys, ONGC top gainers on Nifty50 as market hits record high; TCS most active on Jan 12",DIRECTLY_RELEVANT,DIRECTLY_RELEVANT,DIRECTLY_RELEVANT,Consistent label across audits,Core corporate business operation / financial disclosure,"Infosys Q3 FY24 earnings, revenue, InSemi acquisition, deals, hiring, or share price performance.",INFY_JAN2024_GROUND_TRUTH_V2
20240112144500-849,20240112144500,rttnews.com,https://www.rttnews.com/story.aspx?Id=3416437,"Sensex, Nifty Rally Led By IT Stocks",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240112150000-202,20240112150000,tradearabia.com,http://tradearabia.com/news/BANK_417692.html,Lunate launches Shariah-compliant ETF tracking Indian equities,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240112150000-T2340,20240112150000,sharemanthan.in,https://www.sharemanthan.in/60-stock-market/73766-sensex-nifty-bank-market-closing-review-12012024,"आईटी शेयरों ने बाजार में भरा जोश, बाजार रिकॉर्ड स्तर पर बंद",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240112150000-T2357,20240112150000,nayaindia.com,https://www.nayaindia.com/news/infosys-sensex-442807.html,"Infosys Jumped 7 Percent Sensex Gained More Than 600 Points इंफोसिस 7 प्रतिशत उछला, सेंसेक्स में 600 अंक से अधिक की बढ़त",DIRECTLY_RELEVANT,DIRECTLY_RELEVANT,DIRECTLY_RELEVANT,Consistent label across audits,Core corporate business operation / financial disclosure,"Infosys Q3 FY24 earnings, revenue, InSemi acquisition, deals, hiring, or share price performance.",INFY_JAN2024_GROUND_TRUTH_V2
20240112151500-1730,20240112151500,thewire.in,https://thewire.in/labour/tcs-infosys-employee-headcount-continues-to-dip-record-a-fall-of-over-11000,"TCS, Infosys Employee Headcount Continues to Dip, Record a Fall of Over 11,000",DIRECTLY_RELEVANT,DIRECTLY_RELEVANT,DIRECTLY_RELEVANT,Consistent label across audits,Core corporate business operation / financial disclosure,"Infosys Q3 FY24 earnings, revenue, InSemi acquisition, deals, hiring, or share price performance.",INFY_JAN2024_GROUND_TRUTH_V2
20240112151500-25,20240112151500,moneycontrol.com,https://www.moneycontrol.com/news/technology/hcltech-bucks-industry-trend-headcount-up-by-3617-in-q3fy24-12043041.html,"HCLTech bucks industry trend, headcount up by 3,617 in Q3FY24",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240112151500-157,20240112151500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/earnings/hcl-tech-q3-results-better-than-expected-here-are-6-major-takeaways-for-dalal-street/articleshow/106776704.cms,HCL Tech Q3 results better-than-expected; here are 6 major takeaways for Dalal Street,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240112151500-575,20240112151500,livemint.com,https://www.livemint.com/mutual-fund/mutual-funds-tata-digital-india-fund-delivered-a-whopping-32-return-in-last-one-year-check-scheme-details-here-11705065186239.html,Mutual funds: Tata Digital India Fund delivered a whopping 32% return in last one year,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240112151500-T1177,20240112151500,moneycontrol.com,https://hindi.moneycontrol.com/news/markets/tcs-ready-for-all-time-high-infosys-support-shifts-upwards-buy-in-fall-1715501.html,"TCS ऑल टाइम हाई के लिए तैयार, इंफोसिस का सपोर्ट ऊपर की तरफ हुआ शिफ्ट, गिरावट में करें खरीदारी",DIRECTLY_RELEVANT,DIRECTLY_RELEVANT,DIRECTLY_RELEVANT,Consistent label across audits,Core corporate business operation / financial disclosure,"Infosys Q3 FY24 earnings, revenue, InSemi acquisition, deals, hiring, or share price performance.",INFY_JAN2024_GROUND_TRUTH_V2
20240112153000-255,20240112153000,insidermonkey.com,https://www.insidermonkey.com/blog/infosys-limited-nyseinfy-q3-2024-earnings-call-transcript-1245790/,Infosys Limited (NYSE:INFY) Q3 2024 Earnings Call Transcript,DIRECTLY_RELEVANT,DIRECTLY_RELEVANT,DIRECTLY_RELEVANT,Consistent label across audits,Core corporate business operation / financial disclosure,"Infosys Q3 FY24 earnings, revenue, InSemi acquisition, deals, hiring, or share price performance.",INFY_JAN2024_GROUND_TRUTH_V2
20240112154500-1047,20240112154500,yahoo.com,https://finance.yahoo.com/news/magnificent-seven-stocks-way-magnificent-114310501.html,Magnificent Seven Stocks to Give Way to Magnificent Many in 2024,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240112160000-T1703,20240112160000,mymahanagar.com,https://www.mymahanagar.com/desh-videsh/sudha-murty-be-enthusiastic-about-work-then-even-on-vacation-you-sudha-murthys-advice-to-the-youth-bw/693117/,Sudha Murty Be enthusiastic about work then even on vacation you Sudha Murthys advice to the youth bw,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Founder lifestyle / non-corporate exclusion,"Narayana Murthy / Sudha Murty non-corporate lifestyle, family memoir, flight encounter, or 70-hour work week viral debate",INFY_JAN2024_GROUND_TRUTH_V2
20240112160000-36,20240112160000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/wipro-adrs-jump-16-after-q3-results-meet-expectations/articleshow/106777581.cms,Wipro ADRs jump 16% after Q3 results meet expectations,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240112160000-740,20240112160000,thehindu.com,https://www.thehindu.com/business/sensex-rises-over-1-led-by-gains-in-it-stocks/article67735166.ece,Sensex rises over 1% led by gains in IT stocks,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240112161500-972,20240112161500,yourstory.com,https://yourstory.com:443/enterprise-story/2024/01/wipro-net-profit-down-12-percent-third-quarter,"Wipro net profit down 12% for third quarter, revenue at Rs 22,205 Cr",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240112161500-T512,20240112161500,livehindustan.com,https://www.livehindustan.com/business/story-infosys-share-gain-8-percent-after-result-now-target-pirce-above-1850-rs-detail-is-here-9192426.html,"Infosys share gain 8 percent after result now target pirce above 1850 rs detail is here - Business News India - ₹48652 करोड़ का मुनाफा दे गया Infosys का शेयर, एक्सपर्ट बोले- खरीदो, Business News",DIRECTLY_RELEVANT,DIRECTLY_RELEVANT,DIRECTLY_RELEVANT,Consistent label across audits,Core corporate business operation / financial disclosure,"Infosys Q3 FY24 earnings, revenue, InSemi acquisition, deals, hiring, or share price performance.",INFY_JAN2024_GROUND_TRUTH_V2
20240112164500-2295,20240112164500,washingtonexaminer.com,https://www.washingtonexaminer.com/magazine-features/2790880/rich-man-poor-man-broken-britain/,"Rich man, poor man: Can a plutocrat prime minister fix 'Broken Britain?'",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240112164500-1913,20240112164500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/earnings/wipro-hints-at-a-possible-improvement-in-q4-revenue-amid-sustained-deal-wins/articleshow/106779228.cms,Wipro hints at a possible improvement in Q4 revenue amid sustained deal wins,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240112164500-1469,20240112164500,theindianawaaz.com,http://theindianawaaz.com/stock-market-jan12-sensex-rises-by-847-points-nifty-also-gains-247-points/,"Stock Market Jan12: Sensex rises by 847 points, Nifty also gains 247 points",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240112171500-1289,20240112171500,hindustantimes.com,https://www.hindustantimes.com/india-news/sudha-murty-narayana-murthy-70-hour-work-debate-work-is-holiday-101705073402702.html,Sudha Murty says she works for 70 hours+ even now: 'Work is holiday if...',NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Founder lifestyle / non-corporate exclusion,"Narayana Murthy / Sudha Murty non-corporate lifestyle, family memoir, flight encounter, or 70-hour work week viral debate",INFY_JAN2024_GROUND_TRUTH_V2
20240112173000-286,20240112173000,morningstar.com,https://www.morningstar.com/news/dow-jones/202401125046/infosys-limited-up-over-6-on-track-for-largest-percent-increase-since-july-2020-data-talk,"Infosys Limited Up Over 6%, On Track for Largest Percent Increase Since July 2020 — Data Talk",DIRECTLY_RELEVANT,DIRECTLY_RELEVANT,DIRECTLY_RELEVANT,Consistent label across audits,Core corporate business operation / financial disclosure,"Infosys Q3 FY24 earnings, revenue, InSemi acquisition, deals, hiring, or share price performance.",INFY_JAN2024_GROUND_TRUTH_V2
20240112174500-963,20240112174500,starofmysore.com,https://starofmysore.com/mysuru-childrens-literature-festival-held-story-time-with-sudha-murty-gopi/,Mysuru Children's Literature Festival held: Story Time with... Sudha Murty & Gopi,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Founder lifestyle / non-corporate exclusion,"Narayana Murthy / Sudha Murty non-corporate lifestyle, family memoir, flight encounter, or 70-hour work week viral debate",INFY_JAN2024_GROUND_TRUTH_V2
20240112174500-702,20240112174500,staffingindustry.com,https://www2.staffingindustry.com/row/Editorial/Daily-News/Infosys-performance-resilient-in-Q3-but-revenue-slips-68027,"Infosys' performance 'resilient' in Q3, but revenue slips",DIRECTLY_RELEVANT,DIRECTLY_RELEVANT,DIRECTLY_RELEVANT,Consistent label across audits,Core corporate business operation / financial disclosure,"Infosys Q3 FY24 earnings, revenue, InSemi acquisition, deals, hiring, or share price performance.",INFY_JAN2024_GROUND_TRUTH_V2
20240112180000-1016,20240112180000,thehindubusinessline.com,https://www.thehindubusinessline.com/books/an-uncommon-love-the-early-life-of-sudha-and-narayana-murthy/article67735603.ece,An Uncommon Love: The Early Life of Sudha and Narayana Murthy,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Founder lifestyle / non-corporate exclusion,"Narayana Murthy / Sudha Murty non-corporate lifestyle, family memoir, flight encounter, or 70-hour work week viral debate",INFY_JAN2024_GROUND_TRUTH_V2
20240112180000-78,20240112180000,indiatimes.com,https://telecom.economictimes.indiatimes.com/news/enterprise-services/us-rates-cast-a-long-shadow-on-indian-outsourcing/106774634,"Us Rate Cuts Indian Outsourcing: US rates cast a long shadow on Indian outsourcing, ET Telecom",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240112180000-71,20240112180000,businesstoday.in,https://www.businesstoday.in/latest/trends/story/zerodhas-nikhil-kamath-celebrates-sam-altmans-wedding-with-throwback-photo-from-white-house-state-dinner-413111-2024-01-12,Zerodha's Nikhil Kamath celebrates Sam Altman's wedding with throwback photo from White House State Dinner,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Founder lifestyle / non-corporate exclusion,"Narayana Murthy / Sudha Murty non-corporate lifestyle, family memoir, flight encounter, or 70-hour work week viral debate",INFY_JAN2024_GROUND_TRUTH_V2
20240112180000-483,20240112180000,yourstory.com,https://social.yourstory.com:443/enterprise-story/2024/01/wipro-net-profit-down-12-percent-third-quarter,"Wipro net profit down 12% for third quarter, revenue at Rs 22,205 Cr",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240112181500-1249,20240112181500,yourstory.com,https://her.yourstory.com:443/enterprise-story/2024/01/wipro-net-profit-down-12-percent-third-quarter,"Wipro net profit down 12% for third quarter, revenue at Rs 22,205 Cr",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240112183000-1591,20240112183000,livemint.com,https://www.livemint.com/companies/hcl-tech-leads-wipro-peers-in-weak-december-quarter-11705082052364.html,"HCL Tech leads Wipro, peers in weak December quarter",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240112183000-1397,20240112183000,marketwatch.com,https://www.marketwatch.com/story/wipros-stock-having-best-day-in-16-years-amid-signs-it-consulting-has-bottomed-590e1643,Wipro's stock having best day in 16 years amid signs IT consulting has bottomed,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240112184500-T1065,20240112184500,lemondeinformatique.fr,https://www.lemondeinformatique.fr/actualites/lire-telex-usb4-v20-et-personnalisation-de-copilot-dans-window-build-23615-inrae-victime-d-une-cyberattaque-infosys-rachete-insemi-92664.html,"Telex : USB4 v2.0 et personnalisation de Copilot dans Window Build 23615, Inrae victime d'une cyberattaque, Infosys rachète InSemi",DIRECTLY_RELEVANT,DIRECTLY_RELEVANT,DIRECTLY_RELEVANT,Consistent label across audits,Core corporate business operation / financial disclosure,"Infosys Q3 FY24 earnings, revenue, InSemi acquisition, deals, hiring, or share price performance.",INFY_JAN2024_GROUND_TRUTH_V2
20240112190000-675,20240112190000,biztoc.com,https://biztoc.com/x/6fe49701f9c67d71,Wipro's stock having best day in 16 years amid signs IT consulting has bottomed,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240112191500-T21,20240112191500,udayavani.com,https://www.udayavani.com/homepage-karnataka-edition/topnews-karnataka-edition/no-campus-selection-this-year-infosys,Infosys: ಈ ವರ್ಷ ಕ್ಯಾಂಪಸ್‌ ಸೆಲೆಕ್ಷನ್‌ ಇಲ್ಲ,DIRECTLY_RELEVANT,DIRECTLY_RELEVANT,DIRECTLY_RELEVANT,Consistent label across audits,Core corporate business operation / financial disclosure,"Infosys Q3 FY24 earnings, revenue, InSemi acquisition, deals, hiring, or share price performance.",INFY_JAN2024_GROUND_TRUTH_V2
20240112194500-882,20240112194500,tmcnet.com,https://www.tmcnet.com/usubmit/2024/01/12/9945745.htm,"Fullcast Announces New Leadership and $34 Million in Capital to Redefine RevOps, Beginning with Territory Management",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240112200000-1699,20240112200000,valdostadailytimes.com,https://www.valdostadailytimes.com/ap/business/fullcast-announces-new-leadership-and-34-million-in-capital-to-redefine-revops-beginning-with-territory/article_b6fe1b24-0403-57fe-bd5c-c9fa24d46a27.html,"Fullcast Announces New Leadership and $34 Million in Capital to Redefine RevOps, Beginning with Territory Management",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240112201500-654,20240112201500,asianage.com,https://www.asianage.com:443/opinion/columnists/120124/farrukh-dhondy-victims-of-british-post-office-scandal-may-get-justice-at-last-after-20-years.html,Farrukh Dhondy | Victims of British Post Office scandal may get justice at last after 20 years,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240112203000-T628,20240112203000,albayan.ae,https://www.albayan.ae/economy/uae/2024-01-12-1.4799431,إطلاق صندوق شيميرا ستاندرد آند بورز الهند شريعة المتداول,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240112203000-1066,20240112203000,livemint.com,https://www.livemint.com/market/stock-market-news/tech-stocks-power-market-to-new-high-11705083187222.html,Tech stocks power market to new high,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240112210000-1503,20240112210000,khabarindia.in,https://www.khabarindia.in/infosys-net-profit-declines-7-3-pc-rs-6106-crore-q3-cuts-annual-sales-forecast/,"Infosys Net Profit Declines 7.3 Pc To Rs 6,106 Crore In Q3; Cuts Annual Sales Forecast -",DIRECTLY_RELEVANT,DIRECTLY_RELEVANT,DIRECTLY_RELEVANT,Consistent label across audits,Core corporate business operation / financial disclosure,"Infosys Q3 FY24 earnings, revenue, InSemi acquisition, deals, hiring, or share price performance.",INFY_JAN2024_GROUND_TRUTH_V2
20240112221500-347,20240112221500,computerworld.com,https://www.computerworld.com/article/3712132/infosys-to-acquire-insemi.html,Infosys to acquire InSemi,DIRECTLY_RELEVANT,DIRECTLY_RELEVANT,DIRECTLY_RELEVANT,Consistent label across audits,Core corporate business operation / financial disclosure,"Infosys Q3 FY24 earnings, revenue, InSemi acquisition, deals, hiring, or share price performance.",INFY_JAN2024_GROUND_TRUTH_V2
20240112233000-1405,20240112233000,prnewswire.com,https://www.prnewswire.com/news-releases/westpac-banking-corporation-digital-transformation-strategies-report-2023-technology-focus-initiatives-venture-arm-investments-acquisitions-partnerships-ict-budget-and-contracts-302033729.html,"Westpac Banking Corporation Digital Transformation Strategies Report 2023: Technology Focus, Initiatives, Venture Arm, Investments, Acquisitions, Partnerships, ICT Budget and Contracts",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240113001500-878,20240113001500,tmcnet.com,https://www.tmcnet.com/usubmit/2024/01/12/9945811.htm,"Westpac Banking Corporation Digital Transformation Strategies Report 2023: Technology Focus, Initiatives, Venture Arm, Investments, Acquisitions, Partnerships, ICT Budget and Contracts",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
