gkg_record_id,date,source,url,headline,pipeline_stage,matcher_decision,trading_date,human_label,v1_label,adjudication_reason,policy_clause,adjudication_version
20240119130000-831,20240119130000,rttnews.com,https://www.rttnews.com/story.aspx?Id=3417789,"Sensex Jumps 497 Points; Nifty Ends Above 21,600",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240119130000-207,20240119130000,indiatimes.com,https://economictimes.indiatimes.com/wealth/invest/high-charges-on-nach-ecs-debit-bounce-even-17-return-on-mutual-fund-sip-may-not-be-enough-to-recover-penalties/articleshow/106984131.cms,"nach return: High charges on NACH, ECS debit bounce: Even 17% return on mutual fund SIP may not be enough to recover penalties",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240119131500-947,20240119131500,businesstoday.in,https://www.businesstoday.in/visualstories/stock/ongc-airtel-top-gainers-on-nifty50-as-market-rebounds-hdfc-bank-most-active-on-jan-19-92479-19-01-2024,"ONGC, Airtel top gainers on Nifty50 as market rebounds; HDFC Bank most active on Jan 19",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240119133000-1089,20240119133000,telegraphindia.com,https://www.telegraphindia.com/feeds/business/stock-markets-recover-after-3-days-of-loss-icici-airtel-major-movers/cid/1994909,"Sensex | Stock markets recover after 3 days of loss; ICICI, Airtel major movers",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240119143000-566,20240119143000,indiatimes.com,https://timesofindia.indiatimes.com/business/india-business/investors-become-richer-by-rs-4-lakh-crore-as-markets-bounce-back-after-three-day-fall/articleshow/106993787.cms,Investors become richer by Rs 4 lakh crore as markets bounce back after three-day fall,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240119143000-94,20240119143000,businessworld.in,https://www.businessworld.in/article/Market-Regains-After-Robust-Buying-IT-Auto-Lift-Nifty-Above-21-500/19-01-2024-506890/,Market Regains After Robust Buying IT Auto Lift Nifty Above 21 500 - BW Businessworld,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240119144500-220,20240119144500,india.com,https://zeenews.india.com/markets/sensex-rebounds-496-points-on-value-buying-in-oil-metal-shares-snaps-3-day-losing-run-2711492.html,"Sensex Rebounds 496 Points On Value Buying In Oil, Metal Shares; Snaps 3-day Losing Run",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240119150000-1631,20240119150000,telegraphindia.com,https://www.telegraphindia.com/business/stock-markets-recover-after-3-days-of-loss-icici-airtel-major-movers/cid/1994909,"Sensex | Stock markets recover after 3 days of loss; ICICI, Airtel major movers",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240119150000-T96,20240119150000,sharemanthan.in,https://www.sharemanthan.in/60-stock-market/73834-motilal-oswal-financial-services-siddhartha-khemka-daily-market-commentary-20240119,"अगले हफ्ते आयेंगे कई बड़े नतीजे, सकारात्मक झुकाव के साथ कारोबार की उम्मीद : सिद्धार्थ खेमका, मोतीलाल ओसवाल फाइनेंशियल सर्विसेज",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240119150000-T98,20240119150000,sharemanthan.in,https://www.sharemanthan.in/60-stock-market/73835-sensex-nifty-bank-market-closing-review-19012024,"बाजार में गिरावट का दौर थमा, निफ्टी 160, सेंसेक्स 496 अंक चढ़ कर बंद",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240119171500-200,20240119171500,thehindubusinessline.com,https://www.thehindubusinessline.com/portfolio/personal-finance/should-you-go-for-student-savings-account/article67755999.ece,Should You Go For Student Savings Account? - The Hindu BusinessLine,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240119184500-1606,20240119184500,moneycontrol.com,https://www.moneycontrol.com/news/business/markets/trade-setup-for-saturday-15-things-to-know-before-opening-bell-12089181.html,Trade setup for Saturday: 15 things to know before opening bell,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240119194500-385,20240119194500,dailyexcelsior.com,https://www.dailyexcelsior.com/stock-markets-recover-after-3-days-of-loss-icici-airtel-major-movers/,"Stock markets recover after 3 days of loss; ICICI, Airtel major movers",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240119194500-1469,20240119194500,menafn.com,https://menafn.com/1107742414/Nifty-Ends-Three-Day-Losing-Streak,Nifty Ends Three-Day Losing Streak,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240120004500-712,20240120004500,moneycontrol.com,https://www.moneycontrol.com/news/business/markets/hot-stocks-bet-on-infosys-jsw-energy-gail-india-for-the-short-term-12089521.html,"Hot Stocks: Bet on Infosys, JSW Energy, GAIL India for the short term",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240120014500-351,20240120014500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/pre-market-action-heres-the-trade-setup-for-todays-session/articleshow/106995954.cms,Nifty today: Pre-market action: Here's the trade setup for today's session,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240120024500-1086,20240120024500,moneycontrol.com,https://www.moneycontrol.com/news/business/markets/stock-market-today-top-10-things-to-know-before-the-market-opens-215-12089141.html,Stock Market Today: Top 10 things to know before the market opens,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240120024500-399,20240120024500,thehindubusinessline.com,https://www.thehindubusinessline.com/markets/stocks-that-will-see-action-todayjanuary-20-2024/article67757327.ece,"Stocks that will see action today—January 20, 2024 - The Hindu BusinessLine",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240120031500-T504,20240120031500,bhaskar.com,https://www.bhaskar.com/business/news/business-events-today-share-market-petrol-diesel-gold-silver-reliance-jio-132467436.html,"Business events today, Share Market, petrol diesel, gold silver, Reliance, jio | आज शनिवार को शेयर-बाजार में पूरे दिन का कारोबार होगा: रिलायंस को Q3FY24 में ₹17,265 करोड़ का नेट प्रॉफिट, रोल्स-रॉयस 'स्पेक्टर-EV' भारत में ₹7.5 करोड़ में लॉन्च",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240120040000-643,20240120040000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/live-blog/bse-sensex-today-live-nifty-stock-market-updates-20-january-2024/liveblog/107001559.cms,"Sensex Today | Stock Market LIVE Updates: Pre-open session: Sensex rises over 300 points; Nifty above 21,700",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240120044500-552,20240120044500,indiatimes.com,https://timesofindia.indiatimes.com/business/india-business/stock-market-today-bse-sensex-nifty50-january-20-2024-dalal-street-reliance-icici-bank/articleshow/107003727.cms,"Stock market today: BSE Sensex rises 300 points, Nifty50 above 21,700 as winning streak continues",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240120053000-894,20240120053000,marketscreener.com,https://www.marketscreener.com/quote/stock/HDFC-BANK-LIMITED-105516154/news/INDIA-STOCKS-Indian-shares-rise-in-Saturday-session-as-banks-bounce-HUL-slides-45779334/,INDIA STOCKS-Indian shares rise in Saturday session as banks bounce; HUL slides,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240120053000-861,20240120053000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/franklin-sees-value-in-india-lenders-amid-26-billion-stock-rout/articleshow/107004360.cms,bank stocks selloff: Franklin sees value in India lenders amid $26 billion stock rout,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240120054500-787,20240120054500,thehindubusinessline.com,https://www.thehindubusinessline.com/markets/sensex-nifty-likely-to-remain-subdued-today/article67758654.ece,"Sensex, Nifty likely to remain subdued today - The Hindu BusinessLine",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240120054500-T181,20240120054500,moneycontrol.com,https://hindi.moneycontrol.com/news/markets/hot-stocks-you-may-bet-on-these-three-stocks-for-short-term-infosys-jsw-energy-gail-india-1729991.html,"Hot Stocks: शॉर्ट टर्म के लिए इन 3 शेयरों पर लगाएं दांव, कराएंगे मोटा मुनाफा",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240120060000-708,20240120060000,freepressjournal.in,https://www.freepressjournal.in/business/stock-market-opening-january-20-indices-open-in-green-sensex-at-7200830-nifty-above-21700,"Stock Market Opening January 20: Indices Open in Green; Sensex At 72,008.30 & Nifty Above 21,700",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240120060000-T1070,20240120060000,bhaskar.com,https://www.bhaskar.com/business/news/ayodhya-ram-mandir-stock-market-bse-sensex-nse-nifty-updates-22-january-holiday-132470643.html,"Ayodhya Ram Mandir Stock Market BSE Sensex NSE Nifty Updates | 22 January Holiday | रामलला की प्राण प्रतिष्ठा के दिन शेयर मार्केट में छुट्टी: इस वजह से शनिवार को खोला गया बाजार, BSE और NSE पर पूरे दिन ट्रेडिंग होगी",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240120061500-395,20240120061500,livemint.com,https://www.livemint.com/market/stock-market-news/nifty-bank-climbs-almost-1-after-four-days-of-losses-what-should-be-your-near-term-strategy-for-bank-nifty-11705729825336.html,Nifty Bank climbs almost 1% after four days of losses; what should be your near-term strategy for Bank Nifty?,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240120063000-T464,20240120063000,bhaskar.com,https://www.bhaskar.com/business/news/today-the-stock-market-is-booming-sensex-opens-325-points-higher-at-72008-power-and-banking-shares-rise-132470563.html,"Today the stock market is booming ; Sensex opens 325 points higher at 72,008, power and banking shares rise | आज शेयर बाजार में तेजी: सेंसेक्स 325 अंक बढ़कर 72,008 पर खुला, पावर और बैंकिंग शेयर्स में बढ़त",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240120064500-65,20240120064500,news18.com,https://www.news18.com/business/bse-sensex-nse-nifty-today-january-20-special-trading-session-8747366.html,"Sensex, Nifty Open Higher In Special Trading Session On January 20",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240120064500-411,20240120064500,moneycontrol.com,https://www.moneycontrol.com/news/business/a-21-billion-indian-banks-stock-rout-signals-heyday-may-be-over-12091651.html,A $21 billion Indian banks stock rout signals heyday may be over,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240120070000-583,20240120070000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/earnings/icici-bank-q3-results-today-know-what-brokerages-say-ahead-of-earnings/articleshow/107006247.cms,ICICI Bank Q3 results today: Know what brokerages say ahead of earnings?,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240120083000-T2202,20240120083000,bhaskar.com,https://divyamarathi.bhaskar.com/business/news/holiday-for-stock-market-on-22-january-2024-day-of-ramlalla-pran-pratishtha-132470666.html,"Holiday for stock market on 22 January 2024 day of Ramlalla Pran Pratishtha | रामलल्ला प्राणप्रतिष्ठाच्या दिवशी शेअर बाजाराला सुट्टी: यामुळे शनिवारी उघडले शेअर मार्केट, दिवसभर व्यवहार होईल",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240120083000-T2208,20240120083000,bhaskar.com,https://divyamarathi.bhaskar.com/business/news/today-the-stock-market-is-booming-sensex-opens-325-points-higher-132470622.html,"Today The Stock Market Is Booming ; Sensex Opens 325 Points Higher | आज शेअर बाजार तेजीत: सेन्सेक्स 325 अंकांनी वाढून 72,008 वर उघडला; पॉवर आणि बँकिंग शेअर्स वधारले",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240120090000-T620,20240120090000,indiatimes.com,https://navbharattimes.indiatimes.com/business/share-market/share-news/share-market-open-on-saturday-know-all-latest-live-updates-today/articleshow/107004555.cms,"Share Bazar Live: आज शनिवार को खुला बाजार, 700 अंकों से ज्यादा उछाल सेंसेक्स, निफ्टी 21,600 के पार",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240120090000-76,20240120090000,freepressjournal.in,https://www.freepressjournal.in/business/earnings-q3-2024-live-aarti-surfactants-net-profit-jumps-to-668-cr-total-income-at-13878-cr,"Earnings Q3 2024 LIVE: Aarti Surfactants Net Profit Jumps To ₹6.68 Cr, IDBI Bank Net Profit Rises To ₹1,480.81",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240120091500-258,20240120091500,livelaw.in,https://www.livelaw.in/tax-cases/gstn-advisory-payment-credit-card-debit-card-upi-247212,GSTN Issues Advisory On Payment Through Credit Card/Debit Card And UPI,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240120100000-719,20240120100000,moneycontrol.com,https://www.moneycontrol.com/news/business/union-bank-of-india-makes-rs-12-17-crore-provision-on-aif-investment-12093331.html,Union Bank of India makes Rs 12.17 crore provision on AIF investment,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240120101500-343,20240120101500,livemint.com,https://www.livemint.com/companies/company-results/idbi-bank-q3fy24-results-net-profit-up-57-3-yoy-to-rs-1-458-crore-nii-grows-1740-11705738788110.html,"IDBI Bank Q3FY24 Results: Net profit up 57.3% YoY to ₹1,458 crore",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240120101500-237,20240120101500,moneycontrol.com,https://www.moneycontrol.com/news/business/markets/credit-growth-to-moderate-to-13-paytm-and-lower-rated-nbfcs-at-risk-macquaries-suresh-ganapathy-12093301.html,Credit growth to moderate to 13%; Paytm and lower-rated NBFCs at risk: Macquarie's Suresh Ganapathy,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240120101500-T159,20240120101500,moneycontrol.com,https://hindi.moneycontrol.com/news/markets/union-bank-q3-result-profit-increased-to-rs-3590-crore-income-also-rose-1730721.html,"UNION BANK Q3 RESULT: मुनाफा बढ़कर 3,590 करोड़ रुपये, आय में भी दिखा इजाफा",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240120104500-T739,20240120104500,pudhari.news,https://pudhari.news/features/arthabhan/719873/sensex-closed-259-points-lower-nifty-below-21600/ar,"Stock Market Closing Bell | सेन्सेक्स २५९ अंकांनी घसरला, निफ्टी २१,६०० च्या खाली, आजच्या सत्रात नेमकं काय घडलं?",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240120104500-121,20240120104500,moneycontrol.com,https://www.moneycontrol.com/news/business/markets/taking-stock-sensex-nifty-back-in-the-red-mid-smallcaps-shine-12093361.html,"Taking Stock: Sensex, Nifty back in the red; mid, smallcaps shine",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240120110000-482,20240120110000,marketscreener.com,https://www.marketscreener.com/quote/stock/HINDUSTAN-UNILEVER-LIMITE-6491919/news/INDIA-STOCKS-Indian-shares-end-lower-in-Saturday-session-as-IT-stocks-HUL-weigh-45780478/,"INDIA STOCKS-Indian shares end lower in Saturday session as IT stocks, HUL weigh",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240120113000-591,20240120113000,moneycontrol.com,https://www.moneycontrol.com/news/business/ipo/jana-small-finance-bank-ipo-tpg-asia-backed-firm-raises-rs-113-crore-through-pre-ipo-offer-12093511.html,Jana Small Finance Bank IPO | TPG Asia-backed firm raises Rs 113 crore through pre-IPO placement,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240120113000-228,20240120113000,moneycontrol.com,https://www.moneycontrol.com/news/business/markets/nifty-sensex-fall-over-1-for-the-week-analysts-expect-further-weakness-12091801.html,"Nifty, Sensex fall over 1% for the week, analysts expect further weakness",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240120114500-592,20240120114500,indiatimes.com,https://economictimes.indiatimes.com/markets/options/nifty-bank-snaps-4-days-of-decline-to-reclaim-46k-next-hurdle-seen-at-46300/articleshow/107012383.cms,"Nifty Bank snaps 4-days of decline to reclaim 46K; next hurdle seen at 46,300",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240120114500-340,20240120114500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/sensex-back-in-red-after-one-day-hiatus-falls-260-points-nifty-below-21600/articleshow/107011464.cms,"sensex today: Sensex back in red after one-day hiatus, falls 260 points; Nifty below 21,600",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240120121500-188,20240120121500,orissapost.com,https://www.orissapost.com/sensex-nifty-end-lower-fmcg-it-stocks-top-drags/,"Sensex, Nifty end lower; FMCG, IT stocks top drags",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240120121500-518,20240120121500,livemint.com,https://www.livemint.com/market/stock-market-news/stock-market-today-nifty-50-sensex-fall-ril-hul-among-top-drags-midcaps-smallcaps-outperform-11705744454419.html,"Stock market today: Nifty 50, Sensex fall; RIL, HUL among top drags",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240120121500-591,20240120121500,thehindubusinessline.com,https://www.thehindubusinessline.com/markets/stock-market-highlights-20-january-2024/article67757092.ece,Share Market Highlights 20 January 2024: Sensex and Nifty close lower in weekend trading,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240120124500-550,20240120124500,thehindu.com,https://www.thehindu.com/business/markets/sensex-nifty-end-lower-fmcg-it-stocks-top-drags/article67759406.ece,"Sensex, Nifty end lower; FMCG, IT stocks top drags",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240120130000-470,20240120130000,businesstoday.in,https://www.businesstoday.in/markets/market-commentary/story/sensex-nifty-give-up-gains-to-settle-lower-salasar-techno-jumps-20-tejas-networks-falls-6-414275-2024-01-20,"Sensex, Nifty give up gains to settle lower; Salasar Techno jumps 20%, Tejas Networks falls 6%",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240120131500-675,20240120131500,theweek.in,https://www.theweek.in/news/biz-tech/2024/01/20/banks-facing-challenges-in-raising-low-cost-deposits-as-customers-seek-better-returns.html,Banks facing challenges in raising low cost deposits as people seek better returns,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240120141500-633,20240120141500,tribuneindia.com,https://www.tribuneindia.com/news/business/sensex-nifty-end-lower-fmcg-it-stocks-top-drags-583057,"Sensex, Nifty end lower; FMCG, IT stocks top drags",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240120143000-T1690,20240120143000,palpalindia.com,https://www.palpalindia.com/2024/01/20/karobar-Share-Market-Sensex-Nifty-Fall-IDBI-Bank-Share-ICICI-Bank-Share-news-in-hindi.html,"शेयर मार्केट: सेंसेक्स 259 अंक लुढ़का, निफ्टी में भी 50 अंक की गिरावट रही, इस बैंक का शेयर 13% उछला news in hindi",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240120153000-T1737,20240120153000,livehindustan.com,https://www.livehindustan.com/business/story-union-bank-shares-jump-7-percnet-hit-52-week-high-announces-q3-result-detail-is-here-9226972.html,"Union Bank shares jump 7 percnet hit 52 week high announces Q3 result detail is here - Business News India - शनिवार को भी ट्रेडिंग, 7% चढ़ गया यह शेयर, तिमाही नतीजे के बाद लगे पंख, Business News",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240120161500-880,20240120161500,centralchronicle.com,https://www.centralchronicle.com/sensex-down-259-58-pts/,Sensex down 259.58 pts – Central India's Premier English Daily,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240120173000-658,20240120173000,rediff.com,https://www.rediff.com/business/report/sensex-nifty-end-lower-fmcg-it-stocks-top-drags/20240120.htm,"Sensex, Nifty end lower; FMCG, IT stocks top drags",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240120201500-T481,20240120201500,webdunia.com,https://hindi.webdunia.com/national-hindi-news/these-celebrities-got-invitation-for-ramlala-pran-pratishtha-ceremony-124012100002_1.html,Ayodhya Ram Mandir Invitation : इन सेलिब्रिटीज को मिला रामलला प्राण प्रतिष्ठा समारोह का आमंत्रण,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240121010000-494,20240121010000,indiatimes.com,https://economictimes.indiatimes.com/epaper/delhicapital/2024/jan/21/sunet-front/big-banks-q3-net-up-on-higher-other-income-dip-in-provisions/articleshow/107018931.cms,"Big Banks' Q3 Net Up on Higher Other Income, Dip in Provisions",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240121020000-188,20240121020000,moneycontrol.com,https://www.moneycontrol.com/news/mc-essentials/moneycontrol-daily-your-essential-7-934-12095411.html,Moneycontrol Daily: Your Essential 7,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240121033000-32,20240121033000,dailyexcelsior.com,https://www.dailyexcelsior.com/sensex-down-259-58-pts/,Sensex down 259.58 pts,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240121040000-37,20240121040000,moneycontrol.com,https://www.moneycontrol.com/news/business/markets/daily-voice-this-fund-manager-explains-why-private-banks-is-a-great-space-for-long-term-amid-near-term-concerns-12095481.html,Daily Voice: This fund manager explains why private banks is a great space for long term amid near-term concerns,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
20240121051500-291,20240121051500,telegraphindia.com,https://www.telegraphindia.com/business/markets-dip-on-weak-q3-earnings-it-stock-selloff/cid/1995237,"Stock market | Markets dip on weak Q3 earnings, IT stock selloff",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,NOT_RELEVANT,Confirmed consistent with parent-bank policy,Standard Corporate Materiality,V1_CONFIRMED
