gkg_record_id,date,source,document_url,headline,retrieval_bucket,human_label,notes
20240112090000-481,20240112090000,businesstoday.in,https://www.businesstoday.in/markets/company-stock/story/infibeam-avenues-yes-bank-easy-trip-planners-suzlon-energy-shares-see-high-volumes-on-nse-413003-2024-01-12,"Infibeam Avenues, YES Bank, Easy Trip Planners, Suzlon Energy shares see high volumes on NSE",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240112090000-1060,20240112090000,businesstoday.in,https://www.businesstoday.in/markets/market-commentary/story/sensex-nifty-reasons-behind-the-stock-market-rally-today-will-gains-sustain-412987-2024-01-12,"Sensex, Nifty: Reasons behind the stock market rally today; will gains sustain?",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240112090000-132,20240112090000,moneycontrol.com,https://www.moneycontrol.com/news/business/earnings/f-watch-these-levels-to-buy-on-dips-12041071.html,"F&O Buzzers: TCS may head for all-time high, Infosys support base shifts up; watch these levels to buy on dips",OVERLAP,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240112091500-1008,20240112091500,rediff.com,https://www.rediff.com/business/report/war-has-broken-between-it-giants/20240112.htm,War Has Broken Between IT Giants,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240112091500-821,20240112091500,channelnewsasia.com,https://www.channelnewsasia.com/business/indian-it-stocks-rally-after-tcs-infosys-post-better-feared-results-4042831,"Indian IT stocks rally after TCS, Infosys post better-than-feared results",OVERLAP,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240112094500-426,20240112094500,hindustantimes.com,https://www.hindustantimes.com/business/sensex-hits-all-time-high-of-72-720-nifty-at-record-21928-101705051477505.html,"Sensex hits all time high of 72,720; Nifty at record 21,928",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240112094500-296,20240112094500,latestly.com,https://www.latestly.com/technology/tcs-launches-new-ai-experience-zone-aims-to-create-worlds-largest-ai-ready-workforce-after-training-over-150000-employees-5688604.html,"TCS Launches New â€˜AI Experience Zoneâ€™, Aims To Create Worldâ€™s Largest AI-Ready Workforce After Training Over 1,50,000 Employees",OVERLAP,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240112094500-554,20240112094500,zawya.com,https://www.zawya.com/en/world/indian-sub-continent/indian-it-stocks-rally-after-tcs-infosys-post-better-than-feared-results-tx670dkj,"Indian IT stocks rally after TCS, Infosys post better-than-feared results",OVERLAP,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240112100000-632,20240112100000,thehindubusinessline.com,https://www.thehindubusinessline.com/markets/tcs-unveils-ai-experience-zone-shares-rise/article67733494.ece,"TCS unveils AI Experience Zone, shares rise - The Hindu BusinessLine",OVERLAP,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240112100000-130,20240112100000,ndtv.com,https://www.ndtv.com/india-news/sensex-hits-all-time-high-of-72-600-nifty-surges-over-200-points-4848451,"Sensex Hits All-Time High Of 72,600, Nifty Surges Over 200 Points",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240112101500-1176,20240112101500,orissapost.com,https://www.orissapost.com/sensex-nifty-surge-to-lifetime-highs-powered-by-rally-in-it-stocks/,"Sensex, Nifty surge to lifetime highs; powered by rally in IT stocks",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240112101500-867,20240112101500,prokerala.com,https://www.prokerala.com/news/articles/a1496193.html,Sensex up more than 800 points led by IT stocks,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240112103000-244,20240112103000,telegraphindia.com,https://www.telegraphindia.com/feeds/business/equity-benchmark-sensex-hits-fresh-lifetime-high-of-72720-nifty-at-record-21928/cid/1993312,"Stock market | Equity benchmark Sensex hits fresh lifetime high of 72,720; Nifty at record 21,928",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240112103000-685,20240112103000,telegraphindia.com,https://www.telegraphindia.com/business/equity-benchmark-sensex-hits-fresh-lifetime-high-of-72720-nifty-at-record-21928/cid/1993312,"Stock market | Equity benchmark Sensex hits fresh lifetime high of 72,720; Nifty at record 21,928",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240112103000-1206,20240112103000,theweek.in,https://www.theweek.in/wire-updates/business/2024/01/12/del24-biz-stocks-record.html,Sensex Nifty surge to lifetime highs powered by rally in IT stocks,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240112103000-575,20240112103000,telegraphindia.com,https://www.telegraphindia.com/business/tata-consultancy-services-shares-climb-over-4-per-cent-post-q3-earnings-market-capitalisation-surges-rs-51922-crore/cid/1993260,"Tata Consultancy Services (TCS) | Tata Consultancy Services shares climb over 4 per cent post Q3 earnings; market capitalisation surges Rs 51,922 crore",OVERLAP,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240112103000-430,20240112103000,menafn.com,https://menafn.com/1107712612/Sensex-Up-More-Than-800-Points-Led-By-IT-Stocks,Sensex Up More Than 800 Points Led By IT Stocks,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240112104500-829,20240112104500,thestatesman.com,https://www.thestatesman.com/technology/tcs-posts-higher-profit-in-q3-declares-interim-special-dividend-of-rs-27-1503258798.html,"TCS posts higher profit in Q3, declares interim & special dividend of Rs 27",OVERLAP,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240112104500-506,20240112104500,indiatimes.com,https://economictimes.indiatimes.com/tech/technology/us-rates-cast-a-long-shadow-on-indian-outsourcing/articleshow/106763323.cms,us rate cuts indian outsourcing: US rates cast a long shadow on Indian outsourcing,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240112104500-518,20240112104500,livemint.com,https://www.livemint.com/market/stock-market-news/infosys-tcs-stocks-surge-on-q3-results-help-nifty-50-hit-all-time-high-again-11705042958404.html,"Nifty 50 hits all-time high again thanks to Infosys, TCS Q3 results",BROAD_ONLY,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240112110000-1028,20240112110000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-traded-value/articleshow/106765395.cms,active stocks: Share market update: Most active stocks of the day in terms of traded value,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240112110000-1219,20240112110000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-up-as-market-rises/articleshow/106765039.cms,Stock Market Sectors: Stock market update: Mining stocks up as market rises,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240112110000-60,20240112110000,zawya.com,https://www.zawya.com/en/world/indian-sub-continent/it-stocks-power-indian-shares-to-new-highs-weekly-gains-euoh93dm,"IT stocks power Indian shares to new highs, weekly gains",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240112110000-174,20240112110000,zawya.com,https://www.zawya.com/en/markets/equities/abu-dhabis-lunate-capital-launches-shariah-compliant-india-etf-pu9989hb,Abu Dhabi's Lunate Capital launches Shariah-compliant India ETF,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240112110000-T593,20240112110000,moneycontrol.com,https://hindi.moneycontrol.com/news/markets/share-market-today-it-stocks-rally-push-sensenx-nifty-to-record-new-highs-investors-earnes-3-lakh-crore-in-a-day-1715011.html,"शेयर बाजार में पैसों की बारिश! सेंसेक्स ने बनाया रिकॉर्ड, ₹3 लाख करोड़ बढ़ी संपत्ति, जानें कारण",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240112111500-459,20240112111500,dailypioneer.com,https://www.dailypioneer.com/2024/business/sensex--nifty-surge-to-lifetime-highs--powered-by-rally-in-it-stocks-sensex--nifty-surge-to-lifetime-highs--powered-by-rally-in-it-stocks.html,"Sensex, Nifty surge to lifetime highs; powered by rally in IT stocks",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240112111500-798,20240112111500,indiatimes.com,https://economictimes.indiatimes.com/tech/technology/wipros-headcount-drops-by-about-4500-in-q3-fy24/articleshow/106765635.cms,"wipro: Wipro's headcount drops by about 4,500 in Q3 FY24",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240112111500-509,20240112111500,gdnonline.com,https://www.gdnonline.com/Details/1300298,UAE Business: Lunate launches Shariah-compliant ETF tracking Indian equities,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240112111500-514,20240112111500,gdnonline.com,https://www.gdnonline.com/Details/1300298/Lunate-launches-Shariah-compliant-ETF-tracking-Indian-equities,UAE Business: Lunate launches Shariah-compliant ETF tracking Indian equities,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240112111500-980,20240112111500,zawya.com,https://www.zawya.com/en/press-release/companies-news/lunate-capital-llc-launches-shariah-compliant-etf-tracking-indian-equities-ej9u92pj,Lunate Capital LLC launches Shariah-Compliant ETF tracking Indian equities,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240112111500-761,20240112111500,orissapost.com,https://www.orissapost.com/sharp-it-stocks-rally-lifts-markets-to-new-lifetime-high-sensex-soars-nearly-850-pts/,Sharp IT stocks rally lifts markets to new lifetime high; Sensex soars nearly 850 pts,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240112111500-T492,20240112111500,eenadu.net,https://www.eenadu.net/telugu-news/business/why-fresher-salaries-have-remained-limited-over-the-years-tcs-explains/0101/124007847,TCS: నైపుణ్యాలు మెరుగుపర్చుకుంటేనే వేతన పెంపు: టీసీఎస్‌,BROAD_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240112113000-1278,20240112113000,streetinsider.com,https://www.streetinsider.com/Reuters/Indias+Wipro+beats+third-quarter+revenue+estimates/22625582.html,India's Wipro beats Q3 revenue estimates; flags weak USD rev in Q4,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240112113000-1004,20240112113000,wn.com,https://article.wn.com/view/2024/01/12/TSC_stock_soars_over_4_per_cent_as_Q3_income_rises_8_per_cen/,TSC stock soars over 4 per cent as Q3 income rises 8 per cent to ...,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240112113000-784,20240112113000,moneycontrol.com,https://www.moneycontrol.com/news/business/markets/sensex-ends-week-with-modest-gains-to-record-high-niftys-race-to-22000-inevitable-next-week-12041521.html,"Sensex ends week with modest gains to record high; Nifty's race to 22,000 'inevitable' next week",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240112114500-645,20240112114500,india.com,https://zeenews.india.com/markets/sensex-jumps-847-points-to-settle-at-record-72568-45-nifty-closes-at-21894-2709013.html,"Sensex Jumps 847 Points To Settle At Record 72,568.45; Nifty Closes At 21,894",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240112114500-580,20240112114500,theweek.in,https://www.theweek.in/wire-updates/business/2024/01/12/del35-biz-stocks-close.html,Sharp IT stocks rally lifts markets to new lifetime high Sensex soars nearly 850 pts,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240112114500-270,20240112114500,thehindu.com,https://www.thehindu.com/business/markets/sensex-nifty-surge-to-lifetime-highs-powered-by-rally-in-it-stocks/article67733920.ece,"Sensex, Nifty surge to lifetime highs; powered by rally in IT stocks",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240112120000-T2627,20240112120000,prabhatkhabar.com,https://www.prabhatkhabar.com/business/sensex-nifty-update-share-market-rose-to-historic-nifty-it-mark-above-1800-points-mdn,"sensex nifty update share market rose to historic nifty it mark above 1800 points mdn | Share Market: शेयर बाजार में रौनक, एतिहासिक बढ़त के साथ बंद हुआ सेंसेक्स और निफ्टी, निवेशकों की हुई बंपर कमाई",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240112121500-T1231,20240112121500,khaskhabar.com,https://www.khaskhabar.com/local/delhi-ncr/delhi-news/news-sensex-rises-over-800-points-led-by-it-stocks-news-hindi-1-612115-KKN.html,"Sensex rises over 800 points led by IT stocks, Delhi News in Hindi",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240112121500-1,20240112121500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-up-as-market-rises/articleshow/106768586.cms,Stock Market Sectors: Stock market update: Power stocks up as market rises,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240112121500-416,20240112121500,spacedaily.com,https://www.spacedaily.com/reports/Indias_TCS_Infosys_see_revenue_dips_on_client_spending_cuts_999.html,"India's TCS, Infosys see revenue dips on client spending cuts",BROAD_ONLY,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240112121500-1380,20240112121500,tribuneindia.com,https://www.tribuneindia.com/news/business/sensex-nifty-surge-to-lifetime-highs-powered-by-rally-in-it-stocks-580646,"Sensex, Nifty surge to lifetime highs; powered by rally in IT stocks",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240112121500-839,20240112121500,indiatimes.com,https://timesofindia.indiatimes.com/business/india-business/stock-market-today-bse-sensex-nifty-50-at-life-time-highs-why-benchmark-indices-dalal-street-rallied-today-top-reasons/articleshow/106766444.cms,Stock Market Today: BSE Sensex Nifty 50 at life time highs why benchmark indices Dalal Street rallied today - top reasons | India Business News,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240112123000-734,20240112123000,theweek.in,https://www.theweek.in/news/biz-tech/2024/01/12/sharp-it-stocks-rally-lifts-markets-to-new-lifetime-high-sensex-soars-nearly-850-points.html,Sharp IT stocks rally lifts markets to new lifetime high; Sensex soars nearly 850 points,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240112124500-T134,20240112124500,bhaskar.com,https://divyamarathi.bhaskar.com/business/news/wipro-announces-q3fy24-results-wipro-q3-results-wipro-net-profit-wipro-revenue-132432369.html,"Wipro announces Q3FY24 results । Wipro Q3 results, Wipro Net profit, wipro revenue | विप्रोने Q3FY24 चे निकाल जाहीर केले: तिसर्‍या तिमाहीत निव्वळ नफा 12% ने घसरून ₹2,694 कोटी झाला, महसुलातही घट",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240112124500-T284,20240112124500,divyabhaskar.co.in,https://www.divyabhaskar.co.in/business/news/stock-market-bse-sensex-nse-nifty-live-updates-132431633.html,"Stock Market BSE Sensex NSE Nifty Live Updates | સેન્સેક્સ 72,720, નિફ્ટી 21,928 ઓલટાઇમ હાઇ: પરિણામો પછી ઇન્ફોસિસ 8% અને TCS 4% વધ્યો; બેંકના શેરોમાં પણ ખરીદી",BROAD_ONLY,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240112130000-1444,20240112130000,bnnbloomberg.ca,https://www.bnnbloomberg.ca/magnificent-seven-stocks-to-give-way-to-magnificent-many-in-2024-1.2021265,Magnificent Seven Stocks to Give Way to Magnificent Many in 2024,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240112131500-904,20240112131500,indiatimes.com,https://telecom.economictimes.indiatimes.com/news/enterprise-services/tcs-launches-new-ai-experience-zone-aims-to-create-ai-ready-workforce/106759550,"TCS launches new AI Experience Zone, aims to create AI-ready workforce, ET Telecom",BROAD_ONLY,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240112134500-840,20240112134500,moneycontrol.com,https://www.moneycontrol.com/news/business/stocks/tcs-shares-climb-nearly-4-post-q3-earnings-mcap-surges-rs-53239-crore-12043521.html,"TCS shares climb nearly 4% post Q3 earnings; mcap surges Rs 53,239 crore",OVERLAP,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240112134500-T2539,20240112134500,indiatimes.com,https://navbharattimes.indiatimes.com/business/share-market/share-news/stock-market-sensex-soars-847-pts-ends-above-72550-for-first-time-nifty-nears-21900/articleshow/106765595.cms,"Share Market News,शेयर बाजार में तूफानी तेजी, 1000 अंक उछला सेंसेक्स, ऑल टाइम हाई पर पहुंचा मार्केट - stock market sensex soars 847 pts ends above 72550 for first time nifty nears 21900",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240112140000-904,20240112140000,moneycontrol.com,https://www.moneycontrol.com/news/business/markets/investors-richer-by-rs-6-88-lakh-cr-in-4-days-mcap-of-bse-listed-cos-at-new-peak-of-rs-373-lakh-cr-12043711.html,Investors richer by Rs 6.88 lakh cr in 4 days; mcap of BSE-listed cos at new peak of Rs 373 lakh cr,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240112140000-1361,20240112140000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/investors-richer-by-rs-6-88-lakh-cr-in-4-days-mcap-of-bse-listed-cos-at-new-peak-of-rs-373-lakh-cr/articleshow/106773495.cms,Investors richer by Rs 6.88 lakh cr in 4 days; mcap of BSE-listed cos at new peak of Rs 373 lakh cr,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240112141500-141,20240112141500,rediff.com,https://www.rediff.com/business/report/it-stocks-lift-markets-to-new-lifetime-highs-sensex-soars-847-points/20240112.htm,IT stocks lift markets to new lifetime highs; Sensex soars 847 points,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240112141500-1536,20240112141500,theweek.in,https://www.theweek.in/news/biz-tech/2024/01/12/what-does-decline-in-employee-headcount-at-it-majors-tcs-and-infosys-indicate.html,What does decline in employee headcount at IT majors TCS and Infosys indicate?,OVERLAP,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240112144500-171,20240112144500,businesstoday.in,https://www.businesstoday.in/visualstories/stock/infosys-ongc-top-gainers-on-nifty50-as-market-hits-record-high-tcs-most-active-on-jan-12-88157-12-01-2024,"Infosys, ONGC top gainers on Nifty50 as market hits record high; TCS most active on Jan 12",BROAD_ONLY,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240112150000-202,20240112150000,tradearabia.com,http://tradearabia.com/news/BANK_417692.html,Lunate launches Shariah-compliant ETF tracking Indian equities,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240112150000-T1716,20240112150000,radioformula.com.mx,https://futbol.radioformula.com.mx/otros-deportes/2024/01/12/formula-e-jaguar-tcs-racing-el-equipo-que-apunta-a-vencer-en-el-e-prix-mexico/,"Fórmula E: Jaguar TCS Racing, el equipo que apunta a vencer en el e-Prix México",BROAD_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240112151500-1730,20240112151500,thewire.in,https://thewire.in/labour/tcs-infosys-employee-headcount-continues-to-dip-record-a-fall-of-over-11000,"TCS, Infosys Employee Headcount Continues to Dip, Record a Fall of Over 11,000",OVERLAP,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240112151500-157,20240112151500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/earnings/hcl-tech-q3-results-better-than-expected-here-are-6-major-takeaways-for-dalal-street/articleshow/106776704.cms,HCL Tech Q3 results better-than-expected; here are 6 major takeaways for Dalal Street,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240112151500-T1177,20240112151500,moneycontrol.com,https://hindi.moneycontrol.com/news/markets/tcs-ready-for-all-time-high-infosys-support-shifts-upwards-buy-in-fall-1715501.html,"TCS ऑल टाइम हाई के लिए तैयार, इंफोसिस का सपोर्ट ऊपर की तरफ हुआ शिफ्ट, गिरावट में करें खरीदारी",OVERLAP,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240112154500-1047,20240112154500,yahoo.com,https://finance.yahoo.com/news/magnificent-seven-stocks-way-magnificent-114310501.html,Magnificent Seven Stocks to Give Way to Magnificent Many in 2024,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240112161500-972,20240112161500,yourstory.com,https://yourstory.com:443/enterprise-story/2024/01/wipro-net-profit-down-12-percent-third-quarter,"Wipro net profit down 12% for third quarter, revenue at Rs 22,205 Cr",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240112180000-78,20240112180000,indiatimes.com,https://telecom.economictimes.indiatimes.com/news/enterprise-services/us-rates-cast-a-long-shadow-on-indian-outsourcing/106774634,"Us Rate Cuts Indian Outsourcing: US rates cast a long shadow on Indian outsourcing, ET Telecom",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240112180000-483,20240112180000,yourstory.com,https://social.yourstory.com:443/enterprise-story/2024/01/wipro-net-profit-down-12-percent-third-quarter,"Wipro net profit down 12% for third quarter, revenue at Rs 22,205 Cr",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240112181500-1249,20240112181500,yourstory.com,https://her.yourstory.com:443/enterprise-story/2024/01/wipro-net-profit-down-12-percent-third-quarter,"Wipro net profit down 12% for third quarter, revenue at Rs 22,205 Cr",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240112183000-1591,20240112183000,livemint.com,https://www.livemint.com/companies/hcl-tech-leads-wipro-peers-in-weak-december-quarter-11705082052364.html,"HCL Tech leads Wipro, peers in weak December quarter",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240113003000-763,20240113003000,livemint.com,https://www.livemint.com/companies/company-results/tata-consultancy-services-q3-fy24-results-live-profit-rises-by-1-95-yoy-11705096942389.html,Tata Consultancy Services Q3 FY24 Results Live: Profit Rises by 1.95% YoY,NARROW_ONLY,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240113003000-1110,20240113003000,indiatimes.com,https://timesofindia.indiatimes.com/business/india-business/record-high-sensex-nears-73k-as-infy-tcs-stocks-rally/articleshow/106791609.cms,"Record high: Sensex nears 73k as Infy, TCS stocks rally",BROAD_ONLY,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240113021500-508,20240113021500,zawya.com,https://www.zawya.com/markets/equities/abu-dhabis-lunate-capital-launches-shariah-compliant-india-etf-pu9989hb,Abu Dhabi's Lunate Capital launches Shariah-compliant India ETF,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240113024500-291,20240113024500,indiatimes.com,https://economictimes.indiatimes.com/tech/newsletters/ettech-unwrapped/new-age-firms-ride-market-surge-in-buoyant-week-and-other-top-tech-startup-stories-this-week/articleshow/106793894.cms,"New-age firms ride market surge in buoyant week; and other top tech, startup stories this week",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240113024500-959,20240113024500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/earnings/by-deal-count-it-companies-may-perform-better/articleshow/106795419.cms,"IT companies: By deal count, IT companies may perform better",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240113034500-T36,20240113034500,tarunbharat.com,https://www.tarunbharat.com/6106-crore-to-infosys-and-11097-crore-to-tcs/,"6,106 crore to Infosys and 11,097 crore to TCS",BROAD_ONLY,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240113040000-263,20240113040000,moneycontrol.com,https://www.moneycontrol.com/news/technology/headcount-in-indias-top-3-it-firms-drop-by-over-16000-in-q3-hcl-tech-bucks-trend-12044691.html,"Headcount in India's top 3 IT firms drop by over 16,000 in Q3, HCL Tech bucks trend",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240113040000-74,20240113040000,dailyexcelsior.com,https://www.dailyexcelsior.com/sharp-it-stocks-rally-lifts-markets-to-new-lifetime-high-sensex-soars-nearly-850-pts/,Sharp IT stocks rally lifts markets to new lifetime high; Sensex soars nearly 850 pts,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240113041500-T920,20240113041500,bhaskar.com,https://www.bhaskar.com/business/news/wipro-q3-profit-and-revenue-third-quarter-result-132432279.html,"Wipro releases Q3FY24 results| profit and revenue | विप्रो और HCL ने Q3FY24 के नतीजे जारी किए: तीसरी तिमाही में विप्रो का नेट प्रॉफिट 12% कम होकर ₹2,700 करोड़ रहा, HCL टेक को ₹4,350 करोड़ का मुनाफा",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240113051500-596,20240113051500,indiaeducationdiary.in,https://indiaeducationdiary.in/it-stocks-index-jumps-5-as-infosys-tcs-power-market-gains/,"IT stocks index jumps 5% as Infosys, TCS power market gains",OVERLAP,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240113051500-943,20240113051500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/earnings/q3-results-today-avenue-supermarts-5-other-companies-to-announce-earnings/articleshow/106800510.cms,"Q3 results today: Avenue Supermarts, 5 other companies to announce earnings",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240113060000-T160,20240113060000,finanzen.net,https://www.finanzen.net/nachricht/aktien/tata-consultancy-services-hat-die-zahlen-zum-juengsten-quartal-vorgelegt-13175197,Tata Consultancy Services hat die Zahlen zum jüngsten Quartal vorgelegt,NARROW_ONLY,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240113190000-105,20240113190000,rediff.com,https://www.rediff.com/business/report/record-buyback-of-rs-47810-cr-by-48-firms-in-2023-highest-in-6-yrs/20240113.htm,"Record buyback of Rs 47,810 cr by 48 firms in 2023, highest in 6 yrs",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240114020000-T43,20240114020000,indiatimes.com,https://navbharattimes.indiatimes.com/business/share-market/share-news/stock-market-prediction-know-how-the-market-may-move-next-week-all-details-here/articleshow/106815825.cms,"Stock Market Prediction: सोमवार को कैसी रहेगी बाजार की चाल? रहेगी तेजी या आएगी गिरावट, पूरी डिटेल",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240114074500-482,20240114074500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/mcap-of-five-of-top-10-most-valued-firms-jumps-rs-1-99-lakh-cr-reliance-shines/articleshow/106831420.cms,Mcap of five of top-10 most-valued firms jumps Rs 1.99 lakh cr; Reliance shines,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240114080000-208,20240114080000,yourstory.com,https://her.yourstory.com:443/2024/01/mcap-most-valued-firms-jump-reliance-tcs-lic,Mcap of five of top-10 most-valued firms jumps Rs 1.99 lakh Cr,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
